t_author_id,rt_author_id,weight,mention
248884036,18950944,1,@who
67693913,498523719,1,@who
67693913,191902606,1,@who
67693913,598031186,1,@who
46540286,57438972,1,@who
834858993583583232,1056222423308210176,1,@who
469182980,105911664,1,@who
127781541,127781541,1,@who
834858993583583232,834858993583583232,1,@who
248884036,362271299,1,@who
1180580475913420800,183862679,1,@who
2910321650,2910321650,1,@who
743518163132882944,4467023187,1,@who
248884036,3002158576,1,@who
896659679148822528,2602201784,1,@who
41626609,1481479166,1,@who
67693913,1207026867858837506,1,@who
67693913,53783224,1,@who
19837528,2172122281,1,@who
67693913,1214647697602437122,1,@who
1489776218,2172122281,1,@who
2633238210,178833863,1,@who
1158056102556262400,350642003,1,@who
244210438,150426384,1,@who
22587869,134807370,1,@who
3062054052,40038816,1,@who
244210438,66396186,1,@who
2353701600,17499373,1,@who
72888388,1210201763078270978,1,@who
3062054052,288281084,1,@who
15282907,1861963104,1,@who
244210438,388207783,1,@who
67693913,3659857576,1,@who
3062054052,3902726249,1,@who
757730060,57292184,1,@who
67693913,3302125327,1,@who
3062054052,1454995075,1,@who
150688186,801096699259260928,1,@who
67693913,893071697515094017,1,@who
67693913,124935986,1,@who
248884036,457164495,1,@who
1489776218,22960882,1,@who
3131336122,1035554485450493953,1,@who
22276965,2520977185,1,@who
67693913,121823040,1,@who
3062054052,119189335,1,@who
46540286,2779272510,1,@who
248884036,14674957,1,@who
252794509,292468351,1,@who
67693913,127376781,1,@who
67690947,1054819552696197122,1,@who
67693913,405581323,1,@who
67693913,329308151,1,@who
67693913,1189922560131162114,1,@who
67693913,834206087763079168,1,@who
3062054052,2785566573,1,@who
22276965,171148203,1,@who
3062054052,443136279,1,@who
2633238210,334301531,1,@who
469182980,4905225142,1,@who
238080747,2353401888,1,@who
1489776218,21184460,1,@who
579555057,2411371302,1,@who
28838219,798925214,1,@who
4149877034,505116245,1,@who
1218840266167156736,1206355125897482240,1,@who
248884036,929035355998834688,1,@who
834858993583583232,19164430,1,@who
3062054052,105697124,1,@who
67690947,1180883172357214210,1,@who
1489776218,810890208602419200,1,@who
252794509,96018008,1,@who
834858993583583232,834858993583583232,1,@who
3062054052,74634686,1,@who
54370065,19031346,1,@who
3062054052,808685023,1,@who
76417139,538069163,1,@who
2633238210,141109844,1,@who
54370065,107226989,1,@who
248884036,248273667,1,@who
579555057,1071846114217746432,1,@who
834858993583583232,24462961,1,@who
3062054052,885122988839796736,1,@who
2273404334,1213350969066393601,1,@who
2353701600,758375135183265792,1,@who
2633238210,106429960,1,@who
2353701600,48821708,1,@who
2353701600,54886540,1,@who
346400805,1486117886,1,@who
2633238210,994933392545402880,1,@who
1035176824790294528,17541193,1,@who
67693913,815088162154237952,1,@who
74679662,490158460,1,@who
970355645978378240,970355645978378240,1,@who
248884036,725303943295864832,1,@who
2267964218,21457771,1,@who
970355645978378240,970355645978378240,1,@who
1673800032,2645898095,1,@who
1943578718,1943578718,1,@who
2267964218,2267964218,1,@who
16456394,855898711184093187,1,@who
469182980,381538219,1,@who
16456394,1219277276824637444,1,@who
544389588,1113753852061339648,1,@who
67693913,410383419,1,@who
149002880,24107523,1,@who
949258182089674752,106504800,1,@who
1180580475913420800,14676835,1,@who
248884036,2347716589,1,@who
28838219,3392112388,1,@who
67693913,113040836,1,@who
28838219,338108174,1,@who
3062054052,2866982548,1,@who
197111051,62630088,1,@who
1218324988966531072,1218324988966531072,2,@who
252294862,263000280,1,@who
252294862,919409834163814401,1,@who
248884036,48762009,1,@who
22276965,184920864,1,@who
15099007,616367393,1,@who
248884036,205482230,1,@who
15099007,47152545,1,@who
15099007,133315811,1,@who
4970411,2403016908,1,@who
67693913,795339550973460480,1,@who
22276965,1644113184,1,@who
469182980,4909696222,1,@who
248884036,2941706661,1,@who
248884036,15260141,1,@who
834858993583583232,755480363326210049,1,@who
1489776218,931301698009812992,1,@who
1489776218,2713172484,1,@who
248884036,2479088160,1,@who
1489776218,299273962,1,@who
252794509,3164401656,1,@who
252794509,3164401656,1,@who
314152424,225344054,1,@who
601888277,70951899,1,@who
1152993187545227264,311331797,1,@who
252794509,252794509,1,@who
41626609,49021133,1,@who
41626609,113481149,1,@who
248884036,2198842652,1,@who
248884036,48110818,1,@who
164263382,1000495008414285824,2,@who
41626609,1133733259643252742,1,@who
19837528,1126494818,1,@who
3062054052,1127182358682185728,1,@who
248884036,39989594,1,@who
149002880,40292680,1,@who
67693913,3156554975,1,@who
150688186,879751182696230912,1,@who
67693913,3156554975,1,@who
270434868,894131928865030144,1,@who
834858993583583232,276477936,1,@who
601888277,706432921423486976,1,@who
4149877034,429418010,1,@who
867464592846442496,1090232446019428352,1,@who
1322236688,221480442,1,@who
834858993583583232,19042993,1,@who
49659197,23216668,1,@who
1322236688,273362692,1,@who
174145542,1662209748,1,@who
867464592846442496,776104708914241538,1,@who
248884036,22219257,1,@who
197111051,2260903070,1,@who
596893898,22509012,1,@who
67693913,51813322,1,@who
248884036,854561188809547776,1,@who
248884036,60675172,1,@who
243228907,1499499818,1,@who
248884036,302803419,1,@who
895814938995957760,85700767,1,@who
1322236688,15117794,1,@who
834858993583583232,139775475,1,@who
834858993583583232,809186288,1,@who
834858993583583232,139775475,1,@who
834858993583583232,1218324988966531072,1,@who
834858993583583232,834858993583583232,1,@who
834858993583583232,834858993583583232,2,@who
2742739538,932967522,1,@who
1322236688,1412546562,1,@who
149002880,7785632,1,@who
149002880,3379003163,1,@who
705694814612938752,144303238,2,@who
560651280,560651280,1,@who
327994582,734483135564546049,1,@who
834858993583583232,884488069805744128,2,@who
1489776218,56368736,1,@who
469182980,309647316,1,@who
248884036,357860827,1,@who
67693913,1188106386271547393,1,@who
834858993583583232,1218324988966531072,2,@who
248884036,1325517199,1,@who
67693913,568482434,1,@who
270434868,902927756341780480,1,@who
252794509,876479489500487681,1,@who
67693913,568482434,1,@who
67693913,84491740,1,@who
67693913,84491740,1,@who
252794509,45179026,1,@who
820452522494226432,784870433921302528,1,@who
3131336122,1053349581612896256,1,@who
67693913,313176735,1,@who
67693913,313176735,1,@who
248884036,728588823060348929,1,@who
3062054052,3349485477,1,@who
248884036,3130061147,1,@who
14830931,2842527358,1,@who
252794509,252794509,1,@who
164263382,2439711755,2,@who
834858993583583232,834858993583583232,1,@who
67693913,1204085294242422784,1,@who
525893577,538482349,1,@who
596893898,596893898,1,@who
174145542,1165834475051409408,1,@who
164263382,822856263637856256,2,@who
949258182089674752,154205326,1,@who
313054802,931178012464373761,1,@who
870548443,220277203,1,@who
287828080,287828080,1,@who
248884036,981382549,1,@who
248884036,1087438229337526272,1,@who
174145542,1044236972,1,@who
248884036,203992372,1,@who
3131336122,853680166270377984,1,@who
1489776218,2886951273,1,@who
3131336122,444717995,1,@who
601888277,978451006836047877,1,@who
174145542,833820320,1,@who
361462047,939069454268469248,1,@who
248884036,1002017685650198529,1,@who
164263382,967140922612908034,2,@who
67693913,791689924370173952,1,@who
67693913,381642653,1,@who
67693913,214180592,1,@who
248884036,881026796,1,@who
248884036,27523651,1,@who
469182980,2776823714,1,@who
870548443,1089919550,1,@who
245420850,245420850,1,@who
469182980,792696932531568640,1,@who
67693913,933456014455791620,1,@who
270434868,4249425640,1,@who
67693913,1132796525380136961,1,@who
270434868,4249425640,1,@who
248884036,1147224941374275584,1,@who
67693913,967460176180776960,1,@who
1489776218,1534643574,1,@who
67693913,67920785,1,@who
248884036,1129491806150905864,1,@who
67693913,899430649022566400,1,@who
67693913,139727749,1,@who
248884036,18516532,1,@who
525893577,1182295083397402624,1,@who
248884036,65508498,1,@who
525893577,2987900914,1,@who
67693913,2367662901,1,@who
270434868,313939273,1,@who
204748499,204748499,1,@who
28838219,33715192,1,@who
76417139,1172565462384664576,1,@who
248884036,33715192,1,@who
248884036,15282907,1,@who
834858993583583232,755480363326210049,1,@who
248884036,2149915710,1,@who
149479608,149479608,1,@who
834858993583583232,1268214312,1,@who
248884036,2713172484,1,@who
248884036,130718454,1,@who
164263382,237684796,2,@who
270434868,603408497,1,@who
834858993583583232,470139961,1,@who
28838219,1486117886,1,@who
142811824,51369993,1,@who
76417139,22268262,1,@who
19837528,1381289442,1,@who
248884036,16871547,1,@who
834858993583583232,834858993583583232,1,@who
248884036,133130740,1,@who
3233915935,1147049034214858752,1,@who
753869042180558848,372176335,1,@who
67693913,722240119990849537,1,@who
248884036,2255819629,1,@who
37717107,1095131464738459648,1,@who
248884036,1056222423308210176,1,@who
204748499,1037448270,1,@who
4970411,22526181,1,@who
270434868,4732075402,1,@who
248884036,19042993,1,@who
327994582,145375225,1,@who
67693913,107850109,1,@who
67693913,107850109,1,@who
903291520941408256,3359229134,1,@who
67693913,107850109,1,@who
248884036,1072512662494461952,1,@who
248884036,1721235217,1,@who
248884036,574153211,1,@who
4970411,2888689994,1,@who
164263382,1172160259168751616,2,@who
248884036,29967129,1,@who
248884036,1540813128,1,@who
248884036,1097858188555313152,1,@who
270434868,903695352506802177,1,@who
67693913,906023803624374278,1,@who
74679662,149917241,1,@who
248884036,3031698377,1,@who
248884036,15754217,1,@who
1174351730953179136,443678847,1,@who
248884036,17507973,1,@who
248884036,820699398149541888,1,@who
248884036,78787098,1,@who
248884036,15932723,1,@who
1028926185005174784,2785241778,1,@who
248884036,576452704,1,@who
164263382,873817721896665088,2,@who
248884036,2704965173,1,@who
248884036,807030537378471937,1,@who
270434868,1167891923262169088,1,@who
248884036,16705739,1,@who
248884036,1164908344076853249,1,@who
327994582,1023988889759961089,1,@who
248884036,27683304,1,@who
248884036,1486117886,1,@who
248884036,16581826,1,@who
248884036,1950378002,1,@who
248884036,294320237,1,@who
149002880,30816393,1,@who
248884036,760180996503244800,1,@who
248884036,890530608467787784,1,@who
149002880,32402413,1,@who
601888277,1874383958,1,@who
248884036,85482187,1,@who
248884036,288491146,1,@who
19837528,886985181877456899,1,@who
248884036,242808620,1,@who
248884036,14212625,1,@who
67693913,479970140,1,@who
248884036,48880692,1,@who
248884036,967209268314300417,1,@who
248884036,111366998,1,@who
248884036,2395323950,1,@who
248884036,541344037,1,@who
67693913,2267768662,1,@who
248884036,35906465,1,@who
248884036,759203067053084672,1,@who
248884036,36645437,1,@who
248884036,69106875,1,@who
248884036,148667966,1,@who
248884036,869838487171862530,1,@who
248884036,40653824,1,@who
164263382,531598198,2,@who
248884036,51927885,1,@who
248884036,44122490,1,@who
248884036,806167381349384192,1,@who
248884036,905167129812533249,1,@who
248884036,17995040,1,@who
248884036,14529929,1,@who
243228907,1683973213,1,@who
67693913,129056866,1,@who
327994582,762579657661218816,1,@who
1489776218,20096795,1,@who
76417139,1159510744314105857,1,@who
4863225432,57895543,1,@who
76417139,438134290,1,@who
4863225432,57895543,1,@who
28838219,1192608471977472000,1,@who
67693913,886644648126672902,1,@who
151762240,426749052,1,@who
270434868,2831950985,1,@who
3062054052,127624210,1,@who
593289567,914874349462654976,1,@who
28838219,4203902294,1,@who
248884036,291789016,1,@who
151762240,300916903,1,@who
270434868,1010807215,1,@who
417067212,929227358,1,@who
820452522494226432,1133733259643252742,1,@who
14830931,1202251240392056832,1,@who
270434868,1010807215,1,@who
164263382,590976389,2,@who
1104607579257425920,862525009209643008,1,@who
820452522494226432,452668090,1,@who
417067212,4623875249,1,@who
417067212,753869042180558848,1,@who
28838219,247637778,1,@who
3062054052,324932249,1,@who
248884036,3231489491,1,@who
149002880,214245861,1,@who
1489776218,106504800,1,@who
248884036,1182851,1,@who
270434868,1115140876559429633,1,@who
1165804055903514624,1165804055903514624,1,@who
90601698,1140183523,1,@who
248884036,4774818432,1,@who
149002880,56789832,1,@who
14755189,2740319642,1,@who
28838219,29074693,1,@who
248884036,15176566,1,@who
252794509,3219528122,1,@who
252794509,3234064057,1,@who
252794509,252794509,1,@who
248884036,36842122,1,@who
164263382,752128000234229761,2,@who
164263382,38418580,2,@who
417067212,229001251,1,@who
248884036,1902619692,1,@who
820452522494226432,163191738,1,@who
164263382,409385440,2,@who
248884036,864905983,1,@who
89019053,1057126637924376576,1,@who
1038849842208886784,1038849842208886784,1,@who
248884036,2522473626,1,@who
417067212,160883223,1,@who
1047950921173532672,1057126637924376576,1,@who
164263382,3363749087,2,@who
277446946,2557211461,1,@who
270434868,1211611250003562497,1,@who
67693913,795304246686220288,1,@who
1057126637924376576,1057126637924376576,1,@who
248884036,847564315,1,@who
22276965,453614391,1,@who
149002880,454436659,1,@who
270434868,1095663053318901761,1,@who
164263382,67923603,2,@who
248884036,104342504,1,@who
19837528,3351715989,1,@who
164263382,997165772,2,@who
164263382,567002465,2,@who
164263382,1201003032537915393,2,@who
1218840266167156736,1095894811238780929,1,@who
164263382,1410243716,2,@who
164263382,2288401141,2,@who
1364378809,73118798,1,@who
248884036,3011771,1,@who
248884036,3345579826,1,@who
270434868,317709252,1,@who
601888277,355521158,1,@who
248884036,267403923,1,@who
45564311,4871884721,1,@who
164263382,1082336227309830146,2,@who
164263382,374417580,2,@who
164263382,53039161,2,@who
248884036,3301602322,1,@who
3062054052,443562895,1,@who
248884036,2463461936,1,@who
248884036,797663551334846464,1,@who
1489776218,123170731,1,@who
1364378809,1131452609670336513,1,@who
1158056102556262400,1187717181590556672,1,@who
248884036,267522976,1,@who
67693913,239486395,1,@who
248884036,15727697,1,@who
248884036,1001105323241984000,1,@who
28838219,1218324988966531072,1,@who
14830931,930718057,1,@who
248884036,21670225,1,@who
248884036,744600968,1,@who
248884036,858762062,1,@who
3114721961,200043851,1,@who
248884036,228995393,1,@who
361462047,2875684552,1,@who
248884036,483360857,1,@who
601888277,1218431244364582913,1,@who
248884036,1207295486664810503,1,@who
826274564741017600,771820890,1,@who
469182980,109433057,1,@who
248884036,104515505,1,@who
4863225432,17569940,1,@who
248884036,196802928,1,@who
248884036,707959452750761985,1,@who
248884036,15664096,1,@who
248884036,17012707,1,@who
270434868,3342711225,1,@who
248884036,3648297462,1,@who
248884036,2710379976,1,@who
248884036,60841112,1,@who
1218840266167156736,23983025,1,@who
248884036,124012818,1,@who
248884036,75720525,1,@who
67693913,203598161,1,@who
248884036,799439044274954240,1,@who
248884036,1218605146462216193,1,@who
704257242858708992,424255011,1,@who
248884036,14328066,1,@who
248884036,891334064157937664,1,@who
248884036,782714414462033921,1,@who
248884036,850803807667634176,1,@who
248884036,19654085,1,@who
248884036,185792178,1,@who
248884036,240522603,1,@who
248884036,4341666072,1,@who
248884036,273028890,1,@who
1489776218,60826646,1,@who
248884036,593289567,1,@who
248884036,839784595,1,@who
248884036,33545544,1,@who
74679662,1068152901896417280,1,@who
1489776218,1005541201,1,@who
3062054052,978279944,1,@who
3062054052,4702728457,1,@who
19837528,999744002856435712,1,@who
637003549,52196197,1,@who
270434868,555033249,1,@who
270434868,747754568025575424,1,@who
270434868,284542483,1,@who
3062054052,271836280,1,@who
78156450,15856435,1,@who
327994582,705894218443661312,1,@who
67693913,106594690,1,@who
601888277,203599711,1,@who
28838219,1100266332283559936,1,@who
601888277,37011196,1,@who
270434868,312559712,1,@who
1489776218,2500899012,1,@who
870548443,1249296392,1,@who
91746364,270447712,1,@who
270434868,84616236,1,@who
1218840266167156736,1169351226674176000,1,@who
327994582,1135309742,1,@who
270434868,1493553188,1,@who
2742739538,34474653,1,@who
270434868,272164075,1,@who
28838219,2545603834,1,@who
28838219,23041527,1,@who
22276965,1544226108,1,@who
270434868,1082298313796395010,1,@who
270434868,1010807215,1,@who
67693913,2282755892,1,@who
67693913,143179881,1,@who
28838219,1120498272164933632,1,@who
270434868,1207581411357679616,1,@who
270434868,259605465,1,@who
270434868,4820930547,1,@who
270434868,505777201,1,@who
270434868,434712007,1,@who
270434868,434712007,1,@who
28838219,28448891,1,@who
2679358644,813507583457820672,1,@who
270434868,524139367,1,@who
270434868,391001538,1,@who
270434868,163188028,1,@who
270434868,322600281,1,@who
270434868,2227957814,1,@who
270434868,1196597808,1,@who
270434868,270434868,1,@who
28838219,82095703,1,@who
28838219,2774378998,1,@who
28838219,43730427,1,@who
105150346,20561780,1,@who
28838219,125322205,1,@who
1171325918985510912,1011797539857797126,1,@who
601888277,801906252989218816,1,@who
601888277,865565562973429760,1,@who
277446946,953704248998494208,1,@who
67693913,350205538,1,@who
67693913,2830218111,1,@who
28838219,453656812,1,@who
67693913,341714156,1,@who
469182980,700666193,1,@who
1028926185005174784,246707627,1,@who
28838219,1268214312,1,@who
28838219,17587250,1,@who
28838219,192659552,1,@who
28838219,31789905,1,@who
28838219,2713751535,1,@who
28838219,2577167406,1,@who
3062054052,393497577,1,@who
3062054052,862935058948247552,1,@who
1028926185005174784,62596967,1,@who
67693913,1078269642,1,@who
188825060,772258773381574657,1,@who
469182980,1049666700,1,@who
3062054052,854124703253897216,1,@who
67693913,252619393,1,@who
3350676825,17649599,1,@who
1945760131,1945760131,1,@who
22276965,181390059,1,@who
4863225432,2368688846,1,@who
151762240,374084157,1,@who
67693913,347986610,1,@who
1028926185005174784,267039316,1,@who
4863225432,1064702723457638400,1,@who
3062054052,155855951,1,@who
1489776218,411287111,1,@who
1489776218,85906238,1,@who
834858993583583232,834858993583583232,1,@who
67693913,771108479905828864,1,@who
252794509,329892811,1,@who
45564311,1969148101,1,@who
834858993583583232,834858993583583232,1,@who
949258182089674752,733594809437278208,1,@who
949258182089674752,612904823,1,@who
252794509,252794509,1,@who
1045659177513889792,1045659177513889793,1,@who
1489776218,924331513730265089,1,@who
1489776218,424291167,1,@who
221580114,1121729681370357764,1,@who
45564311,1446870361,1,@who
3062054052,849921460718247936,1,@who
3062054052,275293165,1,@who
1056850669,3942442332,1,@who
1133258029028130816,1133258029028130816,1,@who
361462047,1153739392088989696,1,@who
67693913,998501000,1,@who
592923985,751177294765580293,1,@who
469182980,1713336163,1,@who
893868306733690880,390021308,1,@who
3062054052,31376689,1,@who
820452522494226432,1125739487311597568,1,@who
277446946,1121920898,1,@who
67693913,105630952,1,@who
949258182089674752,625859806,1,@who
1152993187545227264,872484894076657665,1,@who
3062054052,613953814,1,@who
1056850669,723809377,1,@who
1489776218,2527502816,1,@who
1133258029028130816,810315169813278720,1,@who
15046379,894368995159154690,1,@who
1133258029028130816,1133258029028130816,1,@who
15046379,872484894076657665,1,@who
67693913,903049999151443968,1,@who
37397428,2713172484,1,@who
521504600,977204844,1,@who
22276965,112861925,1,@who
37397428,977204844,1,@who
67693913,112861925,1,@who
1489776218,93851424,1,@who
67693913,298832417,1,@who
1054640064,757730060,1,@who
3062054052,60175380,1,@who
37397428,156555803,1,@who
1056850669,29018245,1,@who
37397428,604980675,1,@who
37397428,4783184959,1,@who
37397428,1088575080186216448,1,@who
37397428,753571509080174592,1,@who
932982000,1389989888,1,@who
1218840266167156736,1167770374894997506,1,@who
601888277,4798767797,1,@who
469182980,713654591129329664,1,@who
601888277,899803711,1,@who
361462047,15046379,1,@who
949258182089674752,3318597977,1,@who
949258182089674752,844964547291238402,1,@who
601888277,1080300121,1,@who
949258182089674752,64258566,1,@who
469182980,469182980,1,@who
468499741,1589887309,1,@who
1489776218,1077261295827599360,1,@who
1489776218,711752934355120129,1,@who
313054802,184465158,1,@who
1489776218,18677031,1,@who
2565865626,2326702317,1,@who
949258182089674752,223716829,1,@who
601888277,184465158,1,@who
174137795,394245906,1,@who
4970411,3099880800,1,@who
238080747,361858258,1,@who
174137795,174137795,1,@who
601888277,1339896786,1,@who
20629893,4172144469,1,@who
3062054052,280083025,1,@who
1056850669,754985248128065536,1,@who
1218840266167156736,1144105477216886784,1,@who
313054802,761961565,1,@who
67693913,264268300,1,@who
419525370,40904407,1,@who
949258182089674752,1268214312,1,@who
1171325918985510912,1236027884,1,@who
2527411692,19694637,1,@who
3062054052,22745901,1,@who
76326090,143150347,1,@who
1489776218,35815074,1,@who
1149218984346230784,329782236,1,@who
949258182089674752,1976092548,1,@who
949258182089674752,42951888,1,@who
22276965,205072658,1,@who
67693913,801638119196000256,1,@who
601888277,78584058,1,@who
3062054052,3236076705,1,@who
36959561,1084618976427036672,1,@who
1056850669,754417663783337985,1,@who
19837528,112999186,1,@who
3062054052,3044007935,1,@who
3062054052,2170999954,1,@who
16456394,155511965,1,@who
3062054052,1599568117,1,@who
67693913,1282153344,1,@who
338736117,545368722,1,@who
19837528,365073587,1,@who
3062054052,454850484,1,@who
826274564741017600,19270440,1,@who
19837528,21539304,1,@who
3062054052,264558980,1,@who
338736117,800312861582995456,1,@who
1165804055903514624,185197556,1,@who
19837528,757398876,1,@who
74679662,1624339008,1,@who
67693913,579607329,1,@who
1056850669,1157323863178403841,1,@who
1056850669,4325210473,1,@who
1165804055903514624,2860978491,1,@who
1056850669,1073557384667250688,1,@who
2565865626,3632073868,1,@who
1056850669,348734313,1,@who
76740444,1013827815395995648,1,@who
1489776218,1215649249410592768,1,@who
3062054052,405654817,1,@who
820452522494226432,3117235226,1,@who
3062054052,2185455428,1,@who
1056850669,1098443003062931457,1,@who
