28967452	28025927
57283792	166505824
211845768	226194552
119321075	954124423
1391090496	954124423
63065621	954124423
1134070120572182530	954124423
98559090	2232352123
1178302783935541249	141051988
1203083684557066240	954124423
25595761	51552352
1100302717858254854	1190173547253121024
874554088096055296	954124423
1203575169501081600	3295648412
1186675338761388033	2964950313
18211960	889783428182298624
3549678555	954124423
434406522	40273633
4829813404	954124423
862412644531163136	954124423
1081250662241816576	20346956
2642358305	3695854095
1113599881288007680	2232352123
1874304121	1072521151983710208
1175051628224733185	954124423
797925092680495104	954124423
838873746	954124423
1392898712	405088965
1121853833603371008	3341145219
4860418083	3415037892
4879934667	3695854095
616591304	19087092
252209020	954124423
44114927	954124423
785707539342254080	954124423
752590878078857216	975669139661574144
426230444	163162312
1261759405	2167091822
1195139722697306113	1204386558197075968
764028028959588356	1082572179269652480
730091440194396160	954124423
3325282272	3325282272
3398621632	1057328445296967680
1126687528692543494	417068084
757780632785326084	74927053
4863575829	2910033014
3257240667	541914020
20557070	3695854095
977532014936182784	1190173547253121024
3257240667	541914020
1145736391948718081	954124423
506475025	26129571
1025035972436795392	3695854095
3129361847	3295648412
713875403706863620	2964950313
1472540850	3655550867
547880449	16438248
64753536	954124423
801025143111880704	870091861091856384
3650691374	68164273
1083416987169157120	3695854095
331672974	3695854095
313162985	280421345
44282471	41063542
924408025959550978	954124423
2894423547	36909693
19083538	3695854095
4417631620	954124423
302333701	822462665910063104
522013229	522013229
715696536	135057733
890954372187922432	901596540
973336977859735552	1158768051438809088
981607511265554441	954124423
2958717969	954124423
973336977859735552	989916067261693952
1118529432	989730341450477568
829492467846217729	954124423
3291055667	954124423
47930563	51552352
1178735530911113217	730667871630721024
721263993	574681599
2166607299	954124423
820650523565129730	2790314135
767127023663747072	1208031055040720896
1051831250862845952	20346956
2191771077	834818979688546304
2236243416	957547182
28540902	28025927
2544861558	1293960187
1146385242560663553	1016159561068240896
711917919	939091
53724802	954124423
976423356810629120	939091
77428212	342611589
2420943918	989730341450477568
911064130064470016	911064130064470016
2193047004	954124423
242816725	870091861091856384
981159000984100864	30726383
19621821	838462994
922196028861964291	3695854095
1176043955429027840	313213181
102409025	954124423
3040030648	71283086
1182284081972830209	1057328445296967680
462427721	939091
1149552279785107456	141527741
331013345	954124423
1211247693319659525	1100728139943157760
1477522986	3012416954
147335609	28025927
627047442	870091861091856384
1002192314830241792	861100180271226880
2223161112	954124423
1155556051166666752	1190173547253121024
3076447005	1179384398912933888
821377041731821568	16523905
1155556051166666752	1190173547253121024
1155556051166666752	1190173547253121024
838514535875117058	954124423
1320760494	1085575779558219776
836442000777936896	954124423
